@relation cs415all-redo-complete-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-N-R32-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R35-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R37-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R39-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R44-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R56-weka.filters.unsupervised.attribute.Remove-R61-66-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute 'Q Avg' numeric
@attribute 'Q Min' numeric
@attribute 'Q Max' numeric
@attribute 'Q \% Zeros' numeric
@attribute 'Q \% below 70\%' numeric
@attribute 'P Avg' numeric
@attribute 'P Min' numeric
@attribute 'P Max' numeric
@attribute 'P \% Zeros' numeric
@attribute 'P \% below 70\%' numeric
@attribute 'PRE Avg' numeric
@attribute 'PRE Min' numeric
@attribute 'PRE Max' numeric
@attribute 'PRE \% Zeros' numeric
@attribute 'PRE \% below 70\%' numeric
@attribute 'L Avg' numeric
@attribute 'L Min' numeric
@attribute 'L Max' numeric
@attribute 'L \% Zeros' numeric
@attribute 'L \% below 70\%' numeric
@attribute 'R Avg' numeric
@attribute 'R Min' numeric
@attribute 'R Max' numeric
@attribute 'R \% Zeros' numeric
@attribute 'R \% below 70\%' numeric
@attribute 'OLE Avg' numeric
@attribute 'OLE Min' numeric
@attribute 'OLE Max' numeric
@attribute 'Exam Avg' numeric
@attribute 'Exam Min' numeric
@attribute 'Exam Max' numeric
@attribute Gender=MALE {f,t}
@attribute Gender=FEMALE {f,t}
@attribute Gender=UNKNOWN {f,t}
@attribute 'CS Major=YES' {f,t}
@attribute 'CS Major=NO' {f,t}
@attribute 'ECE major=NO' {f,t}
@attribute 'ECE major=YES' {f,t}
@attribute Standing=FR {f,t}
@attribute Standing=SO {f,t}
@attribute Standing=GR {f,t}
@attribute Standing=SR {f,t}
@attribute Standing=JR {f,t}
@attribute 'Math Class=MATH 425' {f,t}
@attribute 'Math Class=UNKNOWN' {f,t}
@attribute 'Math Class=MATH 418' {f,t}
@attribute 'Math Class=MATH 531' {f,t}
@attribute 'Math Class=MATH 426' {f,t}
@attribute 'Math Class=NONE' {f,t}
@attribute 'Math Class=MATH 302' {f,t}
@attribute '415 Final Grade' numeric
@attribute 'Q Diff' numeric
@attribute 'P Diff' numeric
@attribute 'L Diff' numeric
@attribute 'R Diff' numeric
@attribute Semester=SEMESTER2007 {f,t}
@attribute Semester=SEMESTER2008 {f,t}
@attribute Semester=SEMESTER2009 {f,t}
@attribute Semester=2010.0 {f,t}
@attribute 'Took 416' {YES,NO}

@data
0.805329,0.694445,0.885375,0,0.222222,0.926227,0.787879,1,0,0,0.12,0.8,0.067568,0,0,0.948921,0.533333,0.857143,0,0.08,0.98125,0.875,1,0,0,0.676667,0.31,0.87,0.845118,0.845361,0.853333,t,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f,f,f,f,0.897362,0.771229,0.755102,0.67342,0.660227,f,f,f,t,YES
0.837257,0.662879,0.945455,0,0.111111,0.961643,0.888889,1,0,0,0.12,0.8,0.067568,0,0,0.967562,0.666667,0.857143,0,0.04,0.994048,0.928571,1,0,0,0.973333,0.92,1,0.888889,0.907216,0.88,t,f,f,t,f,t,f,t,f,f,f,f,f,f,f,f,t,f,f,0.944401,0.86115,0.798753,0.706827,0.628788,f,f,f,t,YES
0.648703,0.406504,0.872727,0,0.555556,0.868481,0.717172,1,0,0,0.12,0.8,0.067568,0,0,0.908152,0.633333,0.857143,0,0.04,0.77877,0,1,0.083333,0.333333,0.55,0.08,1,0.718856,0.690722,0.753333,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.815948,0.494576,0.768897,0.688197,0.390151,f,f,f,t,YES
0.879251,0.659722,0.969697,0,0.111111,0.876951,0.585859,1,0,0.153846,0,0,0,1,1,0.892873,0,0.857143,0.04,0.08,0.979167,0.75,1,0,0,1,1,1,0.905724,0.865979,0.953333,t,f,f,f,t,t,f,f,f,f,t,f,f,t,f,f,f,f,f,0.895352,0.806503,0.677816,0.876271,0.662879,f,f,f,t,YES
0.860807,0.631314,0.969697,0,0.111111,0.993211,0.939394,1,0,0,0.12,0.8,0.067568,0,0,0.982222,0.8,0.857143,0,0,1,1,1,0,0,0.95,0.85,1,0.915825,0.907216,0.933333,t,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f,f,f,f,0.968222,0.827755,0.786659,0.715485,0.636363,f,f,f,t,YES
0.625961,0.457317,0.751515,0,0.777778,0.520473,0,1,0.307692,0.538462,0.026667,0,0.027027,0.5,1,0.690984,0,0.857143,0.24,0.32,0.798611,0,1,0.166667,0.166667,0.083333,0,0.25,0.572391,0.57732,0.573333,t,f,f,f,t,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.545674,0.630162,0.431406,0.545201,0.433081,f,f,f,t,NO
0.740504,0.555555,0.843215,0,0.222222,0.77224,0.292929,1,0,0.230769,0.093333,0.4,0.067568,0,0.5,0.895638,0.3,0.857143,0,0.12,0.988095,0.928571,1,0,0,0.863333,0.69,1,0.754209,0.762887,0.753333,t,f,f,f,t,t,f,f,t,f,f,f,f,f,f,f,t,f,f,0.808108,0.822721,0.792706,0.74802,0.621212,f,f,f,t,NO
0.90487,0.763889,0.969697,0,0,0.727584,0,1,0.076923,0.384615,0.053333,0,0.054054,0.5,0.5,0.956762,0.6,0.857143,0,0.04,0.954236,0.75,1,0,0,0.986667,0.96,1,0.895623,0.907216,0.893333,t,f,f,f,t,t,f,f,t,f,f,f,f,t,f,f,f,f,f,0.834844,0.763807,0.779856,0.745271,0.606225,f,f,f,t,NO
0.548896,0.304878,0.727273,0,0.777778,0.827675,0.565657,1,0,0.076923,0.08,0.6,0.040541,0,1,0.852292,0.3,0.857143,0,0.12,0.793651,0,1,0.166667,0.166667,0.306667,0.15,0.59,0.617845,0.591065,0.65,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.741369,0.612356,0.676682,0.61406,0.603535,f,f,f,t,NO
0.728726,0.614317,0.855615,0,0.444444,0.67061,0,1,0.076923,0.461538,0.106667,0.8,0.054054,0,0,0.934394,0.4,0.857143,0,0.04,0.986111,0.833333,1,0,0,0.693333,0.16,1,0.75926,0.773196,0.753333,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.754637,0.740798,0.495276,0.70961,0.618687,f,f,f,t,YES
0.451943,0.106838,0.824242,0,0.777778,0.764541,0,1,0.076923,0.153846,0.08,0.4,0.054054,0,0.5,0.762783,0,0.857143,0.04,0.2,0.639137,0,1,0.25,0.416667,0.306667,0.04,0.83,0.681818,0.525773,0.84,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.680158,0.406517,0.698413,0.603741,0.535038,f,f,f,t,NO
0.625861,0.473484,0.798574,0,0.666667,0.473507,0,0.95,0.384615,0.538462,0.053333,0.2,0.040541,0,1,0.649676,0,0.857143,0.16,0.4,0.384921,0,1,0.583333,0.583333,0.606667,0.17,0.95,0.710437,0.701031,0.726667,t,f,f,t,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,0.572511,0.772573,0.168934,0.520603,0.719697,f,f,f,t,NO
0.699327,0.58435,0.921212,0,0.666667,0.900819,0.757576,1,0,0,0.106667,0.6,0.067568,0,0.5,0.976654,0.76,0.857143,0,0,0.988095,0.857143,1,0,0,0.416667,0.13,0.95,0.75926,0.71134,0.813333,t,f,f,f,t,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.843388,0.591501,0.681973,0.734602,0.621212,f,f,f,t,NO
0.586576,0.279472,0.89697,0,0.888889,0.89081,0.636364,1,0,0.153846,0.106667,0.6,0.067568,0,0.5,0.789076,0.333333,0.857143,0,0.32,0.822917,0,1,0.166667,0.166667,0.646667,0.48,0.87,0.675084,0.62543,0.73,t,f,f,f,t,t,f,f,t,f,f,f,f,t,f,f,f,f,f,0.803686,0.547405,0.718821,0.624026,0.4375,f,f,f,t,NO
0.604752,0.330284,0.798574,0,0.777778,0.883111,0.424242,1,0,0.076923,0.133333,1,0.067568,0,0,0.920324,0.64,0.857143,0,0.04,0.820536,0,1,0.083333,0.25,0.393333,0.1,0.95,0.715488,0.670103,0.766667,f,t,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.801575,0.615689,0.683484,0.755129,0.667803,f,f,f,t,NO
0.751004,0.635163,0.860606,0,0.444444,0.901589,0.787879,1,0,0,0.12,0.8,0.067568,0,0,0.952222,0.6,0.857143,0,0.04,0.880952,0.5,1,0,0.25,0.763333,0.39,1,0.750841,0.639175,0.866667,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.874546,0.64936,0.707861,0.768801,0.484849,f,f,f,t,YES
0.765685,0.536617,0.895105,0,0.222222,0.905438,0.676768,1,0,0.076923,0.08,0.4,0.054054,0,0.5,0.915549,0.55,0.857143,0,0.04,0.083333,0,1,0.916667,0.916667,0.703333,0.48,1,0.742424,0.731959,0.76,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.841076,0.783864,0.773432,0.670427,0.530303,f,f,f,t,YES
0.619955,0.457317,0.775758,0,0.666667,0.88773,0.626263,1,0,0.076923,0.093333,0.6,0.054054,0,0.5,0.957127,0.8,0.857143,0,0,0.969048,0.75,1,0,0,0.526667,0.15,1,0.75926,0.773196,0.753333,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.83203,0.703841,0.708617,0.714496,0.607576,f,f,f,t,NO
0.944934,0.883152,0.969697,0,0,0.970883,0.858586,1,0,0,0.133333,1,0.067568,0,0,0.97731,0.8,0.857143,0,0,0.991667,0.9,1,0,0,0.936667,0.92,0.95,0.946128,0.94158,0.96,t,f,f,f,t,t,f,f,f,t,f,f,f,t,f,f,f,f,f,0.968323,0.666225,0.743387,0.730273,0.64697,f,f,f,t,NO
0.438992,0,0.824242,0.111111,0.777778,0.428081,0,1,0.461538,0.615385,0.053333,0,0.054054,0.5,0.5,0.888225,0,0.857143,0.04,0.08,0.905308,0.778333,1,0,0,0.483333,0.06,0.96,0.493266,0.501719,0.49,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.540649,0.465174,0.444633,0.649436,0.59875,f,f,f,t,NO
0.763335,0.590278,0.89697,0,0.222222,0.954714,0.808081,1,0,0,0.12,0.8,0.067568,0,0,0.957222,0.766667,0.857143,0,0,0.775893,0,1,0.166667,0.166667,0.813333,0.44,1,0.86532,0.845361,0.893333,t,f,f,t,f,t,f,f,f,f,t,f,t,f,f,f,f,f,f,0.914047,0.79249,0.754913,0.709646,0.823106,f,f,f,t,YES
0.544431,0.279472,0.713012,0,0.888889,0.857703,0.59596,1,0,0.153846,0.106667,0.8,0.054054,0,0,0.956083,0.6,0.857143,0,0.04,0.962798,0.75,1,0,0,0.46,0.1,0.98,0.685185,0.646048,0.73,f,t,f,f,t,t,f,f,t,f,f,f,f,f,f,f,t,f,f,0.795042,0.66841,0.701247,0.742354,0.61553,f,f,f,t,NO
0.944809,0.902778,0.969697,0,0,0.947785,0.787879,1,0,0,0.133333,1,0.067568,0,0,0.950962,0.566667,0.857143,0,0.04,0.975198,0.857143,1,0,0,0.9,0.7,1,0.952862,0.948454,0.966667,f,f,t,t,f,t,f,f,f,t,f,f,f,f,f,f,f,t,f,0.952744,0.715661,0.71353,0.663406,0.604798,f,f,f,t,NO
0.562889,0.279472,0.716732,0,0.888889,0.732974,0.30303,1,0,0.307692,0.12,0.8,0.067568,0,0,0.932254,0.6,0.857143,0,0.08,0.822421,0,1,0.083333,0.25,0.346667,0.06,0.78,0.518518,0.515464,0.526667,t,f,f,f,t,t,f,f,f,f,f,t,f,f,t,f,f,f,f,0.707999,0.647757,0.538548,0.727654,0.410353,f,f,f,t,NO
0.836205,0.747864,0.910928,0,0,0.814586,0,1,0.076923,0.153846,0.12,0.8,0.067568,0,0,0.966762,0.714286,0.857143,0,0,0.989881,0.928571,1,0,0,0.766667,0.57,0.93,0.829967,0.814433,0.853333,f,t,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,t,f,0.853338,0.665919,0.551021,0.714695,0.634091,f,f,f,t,NO
0.796223,0.609756,0.881543,0,0.111111,0.731434,0,1,0.076923,0.307692,0.066667,0,0.067568,0.5,0.5,0.756108,0,0.857143,0.04,0.36,0.666667,0,1,0.333333,0.333333,0.876667,0.76,0.95,0.769361,0.776632,0.77,t,f,f,f,t,t,f,f,t,f,f,f,f,f,t,f,f,f,f,0.774437,0.684111,0.616969,0.499711,0.636363,f,f,f,t,NO
0.719432,0.558943,0.824242,0,0.333333,0.77455,0,0.95,0.076923,0.153846,0.106667,0.6,0.067568,0,0.5,0.927629,0.6,0.857143,0,0.08,0.944444,0.583333,1,0,0.083333,0.75,0.45,1,0.742424,0.731959,0.76,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.801877,0.63671,0.863001,0.691364,0.618687,f,f,f,t,YES
0.596744,0.330284,0.824242,0,0.777778,0.759922,0.20202,1,0,0.230769,0.106667,0.8,0.054054,0,0,0.902483,0.1,0.857143,0,0.08,0.93502,0.5,1,0,0.083333,0.5,0.22,0.98,0.592593,0.591065,0.6,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.740364,0.514828,0.476757,0.644191,0.659722,f,f,f,t,NO
0.903359,0.820707,0.969697,0,0,0.928536,0.777778,1,0,0,0.12,0.8,0.067568,0,0,0.986095,0.85,0.857143,0,0,0.986181,0.916667,1,0,0,0.99,0.97,1,0.900674,0.876289,0.933333,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.943497,0.756163,0.754157,0.715205,0.636275,f,f,f,t,YES
0.779594,0.694445,0.875092,0,0.222222,0.913138,0.656566,1,0,0.076923,0.106667,0.8,0.054054,0,0,0.953454,0.7,0.857143,0,0,0.989464,0.928571,1,0,0,0.716667,0.39,0.96,0.769361,0.773196,0.773333,t,f,f,t,f,t,f,f,f,f,f,t,f,f,t,f,f,f,f,0.8852,0.778095,0.690854,0.745381,0.622955,f,f,f,t,YES
0.946486,0.928442,0.969697,0,0,0.963184,0.878788,1,0,0,0.093333,0.6,0.054054,0,0.5,0.948492,0.7,0.857143,0,0,0.709821,0,1,0.25,0.25,0.983333,0.95,1,0.848485,0.804124,0.9,t,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,t,0.947819,0.706677,0.796485,0.70299,0.717803,f,f,f,t,YES
0.649158,0.50505,0.751515,0,0.555556,0.649052,0,1,0.153846,0.384615,0,0,0,1,1,0.879587,0,0.857143,0.04,0.04,0.743056,0,1,0.25,0.25,0.336667,0.06,0.7,0.678452,0.628866,0.733333,t,f,f,f,t,t,f,f,f,f,f,t,f,f,t,f,f,f,f,0.675635,0.721899,0.622827,0.626314,0.733586,f,f,f,t,NO
0.867415,0.72601,0.969697,0,0.111111,0.852313,0.454545,1,0,0.153846,0.133333,1,0.067568,0,0,0.992571,0.880952,0.857143,0,0,0.882292,0,1,0.083333,0.083333,0.99,0.97,1,0.910775,0.896907,0.933333,t,f,f,f,t,f,t,f,f,f,f,t,f,t,f,f,f,f,f,0.900981,0.776913,0.603552,0.736602,0.521023,f,f,f,t,YES
0.798461,0.609756,0.921212,0,0.222222,0.911598,0.737374,1,0,0,0.106667,0.8,0.054054,0,0,0.922133,0,0.857143,0.04,0.08,0.875,0,1,0.083333,0.166667,0.936667,0.85,1,0.811447,0.804124,0.826667,t,f,f,f,t,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.896156,0.674795,0.693121,0.632829,0.689394,f,f,f,t,NO
0.750167,0.587607,0.940312,0,0.333333,0.814586,0.171717,1,0,0.153846,0.08,0.4,0.054054,0,0.5,0.97681,0.8,0.857143,0,0,0.969167,0.791667,1,0,0,0.86,0.58,1,0.771043,0.742268,0.806667,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.845096,0.701622,0.708239,0.715631,0.607727,f,f,f,t,YES
0.637155,0.533536,0.770054,0,0.777778,0.857703,0.606061,1,0,0.076923,0.12,0.8,0.067568,0,0,0.909,0.5,0.857143,0,0.04,0.98125,0.875,1,0,0,0.416667,0.12,0.93,0.782828,0.783505,0.79,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.80439,0.712894,0.664399,0.665138,0.660227,f,f,f,t,NO
0.498733,0.249094,0.727273,0,0.777778,0.314132,0,1,0.538462,0.692308,1,0.2,1,0,0.5,0.847295,0,0.857143,0.08,0.16,0.827381,0,1,0.166667,0.166667,0.296667,0,0.77,0.257576,0,0.51,t,f,f,f,t,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.489991,0.488462,0.339758,0.608883,0.416667,f,f,f,t,NO
0.788303,0.631314,0.827791,0,0.111111,0.674459,0,1,0.153846,0.461538,0.12,0.8,0.067568,0,0,0.93954,0.6,0.857143,0,0.04,0.916667,0,1,0.083333,0.083333,0.78,0.34,1,0.728957,0.673539,0.79,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.767703,0.755825,0.413454,0.737403,0.530303,f,f,f,t,YES
0.692493,0.355691,0.864295,0,0.444444,0.581297,0,1,0.153846,0.384615,0.106667,0.6,0.067568,0,0.5,0.907429,0,0.857143,0.08,0.08,0.96379,0.833333,1,0,0,0.543333,0.12,0.93,0.632997,0.639175,0.633333,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.67664,0.63424,0.184618,0.574594,0.616793,f,f,f,t,NO
0.692256,0.43191,0.801054,0,0.555556,0.423462,0,1,0.384615,0.692308,0.066667,0.2,0.054054,0,0.5,0.814381,0,0.857143,0.04,0.2,0.881944,0,1,0.083333,0.166667,0.573333,0.09,0.85,0.76431,0.756013,0.78,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.590703,0.690619,0.417044,0.58342,0.486111,f,f,f,t,NO
0.934567,0.883839,0.969697,0,0,0.984741,0.929293,1,0,0,0.066667,0,0.067568,0.5,0.5,0.9818,0.9,0.857143,0,0,1,1,1,0,0,1,1,1,0.947811,0.955327,0.95,f,f,t,t,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,0.97767,0.76376,0.794217,0.725729,0.636363,f,f,f,t,YES
